Name,Price,Vendor,Avaliability,SKU
Midea 10KG Twin Tub Semi Automatic Washing Machine| MT100W100/WG 10KG,"₦203,000.00",Somotex Shopahome,In stock,16049
Midea 8KG Front Load Washing Machine| MF200D80B/T,"₦237,000.00",Somotex Shopahome,In stock,16052
Midea Washer Dryer 8/5 kg Front Load Smart Sensor with In-built Heater Washing Machine| MF100D80B/T 8KG,"₦349,000.00",Somotex Shopahome,In stock,16053
Midea 10KG Front Load Washer Dryer Automatic Washing Machine|MFK100 - DU1501B / C25E - EU(A),"₦437,500.00",Somotex Shopahome,In stock,16055
Midea 8KG Washer/ 6KG Dryer Front Load Washing Machine| MF200D80WB/T 8KG,"₦321,000.00",Somotex Shopahome,In stock,16057
Midea 10kg/7kg Combo Washer Dryer Automatic Washing Machine| MF200D100WB/T,"₦393,500.00",Somotex Shopahome,In stock,16058
Midea 10kg Combo Washer Dryer Automatic Washing Machine| MFC100-DU1503B/C19E-EU (ND)-C03 | MFC100-DU1503B,"₦315,000.00",Somotex Shopahome,In stock,16059
Midea 12KG Washer Dryer Automatic Washing Machine| MFC120-DU1401B/ C14E,"₦330,000.00",Somotex Shopahome,In stock,16060
Midea 12KG Washer Dryer Front Load Washing Machine| MF200D120WB/T,"₦414,000.00",Somotex Shopahome,In stock,16061
Midea 7KG Front Load Automatic Washing Machine| MF100W70/T 7KG,"₦353,500.00",Somotex Shopahome,In stock,16063
Midea 21KG Front Load Automatic Washing Machine| MFH01W210B/S 21KG,"₦925,000.00",Somotex Shopahome,In stock,16064
Midea 8kg Top Load Automatic Washing Machine| MA200W80/G 8KG,"₦192,000.00",Somotex Shopahome,In stock,16065
Midea 50*55 4 Burner Grill Oven Gas Cooker| 20BMG4G007-B,"₦132,500.00",Somotex Shopahome,In stock,16068
Midea 50*55 3 Gas Burner + 1 Electric Cooker| 20BMG4Q007-S-BLACK| 20BMG4Q007-S,"₦153,000.00",Somotex Shopahome,In stock,16069
Midea 60*60 4 Gas Burner Cooker| 24BMG4G058,"₦177,500.00",Somotex Shopahome,In stock,16070
Midea 5 Burner 90*60 Gas Cooker Half Inox| 36LMG5G028-B,"₦340,500.00",Somotex Shopahome,In stock,16072
Midea 20 Liter Microwave Oven| MM720CFB-B,"₦71,000.00",Somotex Shopahome,In stock,16075
Midea 25 Liter Grill Microwave Oven| AC925EYG,"₦176,500.00",Somotex Shopahome,In stock,16076
Midea 25L Microwave Oven With Grill| AG9P022KE-B,"₦103,500.00",Somotex Shopahome,In stock,16077
Midea 20 Liter Grill Microwave Oven| MG720CFB-B,"₦76,500.00",Somotex Shopahome,In stock,16078
Midea 30L Microwave Oven Freestanding Digital Grill| EG9P032MX-S,"₦111,500.00",Somotex Shopahome,In stock,16079
Bruhm 2HP Floor Standing Air Conditioner with Free Instillation Kit 3M| BRUHM AC-BAS-18CCMW,"₦427,000.00",Somotex Shopahome,In stock,16511
Bruhm 1HP Split Air Conditioner with Free Instillation Kit R410| BAS-09RCEW,"₦265,000.00",Somotex Shopahome,In stock,16512
Bruhm 1.5HP Split Air Conditioner with Free Instillation Kit R410| BAS-12RCEW,"₦287,000.00",Somotex Shopahome,In stock,16513
Bruhm 2HP Split Air Conditioner with Free Instillation Kit R410| BAS-18RCEW,"₦427,000.00",Somotex Shopahome,In stock,16514
Bruhm 1HP Split Inverter Air Conditioner with Free Instillation Kit R410| BAS-09ICXW,"₦337,000.00",Somotex Shopahome,In stock,16516
Bruhm 1.5HP Split Inverter Air Conditioner with Free Instillation Kit R410| BAS-12ICXW,"₦337,000.00",Somotex Shopahome,In stock,16517
Bruhm 2HP Split Inverter Air Conditioner with Free Instillation Kit R410| BAS-18ICXW,"₦475,500.00",Somotex Shopahome,In stock,16518
Bruhm 152L Single Door Chest Freezer| BCS-160MR SILVER,"₦200,000.00",Somotex Shopahome,In stock,16523
Bruhm 200L Single Door Chest Freezer| BCS-210MR SILVER,"₦229,000.00",Somotex Shopahome,In stock,16524
Bruhm 283L Single Door Chest Freezer| BCS-310MR SILVER,"₦296,000.00",Somotex Shopahome,In stock,16525
Bruhm 477L Double Door Chest Freezer| BCD-500M,"₦517,000.00",Somotex Shopahome,In stock,16534
Bruhm 677L Double Door Chest Freezer| BCD-700M,"₦634,500.00",Somotex Shopahome,In stock,16535
Bruhm 185L Showcase Freezer| BCD-190MC GREY,"₦343,000.00",Somotex Shopahome,In stock,16536
Bruhm 93L Single Door Refrigerator| BRS-93MMDS SILVER,"₦135,000.00",Somotex Shopahome,In stock,16541
Bruhm 180L Single Door Refrigerator| BFS-190MD,"₦214,500.00",Somotex Shopahome,In stock,16542
Bruhm 200 Liters Double Door Fridge| BRUHM REF BFD-200MD,"₦237,000.00",Somotex Shopahome,In stock,16543
Bruhm 205 Liters Double Door Fridge| BRUHM REF BFD-210MD,"₦237,000.00",Somotex Shopahome,In stock,16544
Bruhm 436L Side by Side Refrigerator| BRUHM REF BFX-436ENG,"₦601,000.00",Somotex Shopahome,In stock,16550
Bruhm 329L Beverage Cooler Single Door| BBS-329M,"₦369,000.00",Somotex Shopahome,In stock,16552
Bruhm 409L Beverage Cooler Double Door BFV-409SD 409LTS| BBD-409M,"₦673,500.00",Somotex Shopahome,In stock,16553
Bruhm 50*55 4 Gas Burner Cooker| BGC-5540SB-BLACK,"₦113,500.00",Somotex Shopahome,In stock,16559
Bruhm 50*55 4 Burner (3 Gas + 1 Electric) Cooker| BGC-5531SB -BLACK,"₦150,500.00",Somotex Shopahome,In stock,16560
Bruhm 60*55 4 Burner (3 Gas + 1 Electric) Cooker| BGC-6631SN- WOODEN FINISH,"₦200,000.00",Somotex Shopahome,In stock,16562
Bruhm 90*60 6 Burner (4 Gas + 2 Electric) Cooker| BGC-9642SN- WOODEN FINISH,"₦231,000.00",Somotex Shopahome,In stock,16563
Bruhm 2 Burners Glass Table Top Cooker| BGC-BT2G 2 BURNERS,"₦41,000.00",Somotex Shopahome,In stock,16565
Bruhm 2 Burner Non Stick Gas Stove| BGC-MT2B 2 BURNERS,"₦30,000.00",Somotex Shopahome,In stock,16566
Bruhm 2 Burner Non Stick Gas Stove| BGC-MT2S 2 BURNERS,"₦32,000.00",Somotex Shopahome,In stock,16567
Bruhm 7KG Twin Tub Washer| BWT-070H,"₦128,000.00",Somotex Shopahome,In stock,16568
Bruhm 8KG Twin Tub Washer| BWT-080H,"₦141,500.00",Somotex Shopahome,In stock,16569
Bruhm 11KG Twin Tub Washer| BWT-110H,"₦167,500.00",Somotex Shopahome,In stock,16570
Bruhm 12KG Twin Tub Washer| BWT-120H,"₦178,500.00",Somotex Shopahome,In stock,16571
Nexus 1HP Split Unit AC| NX-MSSH9000SC,"₦238,700.00",Nexus Shopahome,In stock,50000
Nexus 1.5HP Split Unit AC| NX-MSSH12000SC,"₦272,800.00",Nexus Shopahome,In stock,50001
Nexus 1HP Forest Inverter AC| MSAFA-09CRDN1,"₦315,700.00",Nexus Shopahome,In stock,50003
Nexus 1.5HP Forest Inverter AC| MSAFB-12CRDN1,"₦339,900.00",Nexus Shopahome,In stock,50004
Nexus 2.5HP Floor Standing AC| NX-SAC24000SFS,"₦649,000.00",Nexus Shopahome,In stock,50005
Nexus 100L Chest Freezer| NX-150,"₦159,500.00",Nexus Shopahome,In stock,50007
Nexus 100L Chest Freezer| NX-150 -Red,"₦163,900.00",Nexus Shopahome,In stock,50008
Nexus 100L Chest Freezer| NX-150C - Blue,"₦160,600.00",Nexus Shopahome,In stock,50009
Nexus 100L Chest Freezer| NX-150EF - Blossom Flower,"₦160,600.00",Nexus Shopahome,In stock,50010
NEXUS 150L Chest Freezer| NX-160 - Silver,"₦185,900.00",Nexus Shopahome,In stock,50011
Nexus 150L Chest Freezer| NX-160 - Blue,"₦190,300.00",Nexus Shopahome,In stock,50012
Nexus 150L Chest Freezer| NX-160 - Red,"₦190,300.00",Nexus Shopahome,In stock,50013
Nexus 150L Chest Freezer| NX-160EF - Blossom Flower,"₦190,300.00",Nexus Shopahome,In stock,50014
Nexus 200L Chest Freezer| NX-265 - Silver,"₦214,500.00",Nexus Shopahome,In stock,50015
Nexus 200L Chest Freezer| NX-265 - Wine Red,"₦218,900.00",Nexus Shopahome,In stock,50016
Nexus 200L Chest Freezer| NX-265 - Blue,"₦218,900.00",Nexus Shopahome,In stock,50017
Nexus 200L Chest Freezer With Glass Door| NX-265EF - White,"₦218,900.00",Nexus Shopahome,In stock,50018
Nexus 300L Chest Freezer| NX-400 - Silver,"₦287,100.00",Nexus Shopahome,In stock,50020
Nexus 300L Chest Freezer| NX-400 - Blue,"₦292,600.00",Nexus Shopahome,In stock,50021
Nexus 300L Chest Freezer| NX-400 - Wine Red,"₦295,900.00",Nexus Shopahome,In stock,50022
Nexus 230L Chest Freezer| NX-420C - Wood Door,"₦260,000.00",Nexus Shopahome,In stock,50024
Nexus 380L Chest Freezer| NX-490CP - Blue,"₦392,700.00",Nexus Shopahome,In stock,50026
Nexus 420L Chest Freezer| NX-800 - Silver,"₦419,100.00",Nexus Shopahome,In stock,50027
Nexus 420L Chest Freezer| NX-800C - Blue,"₦423,500.00",Nexus Shopahome,In stock,50028
Nexus 420L Chest Freezer| NX-800CP - Cool Pack Blue,"₦427,900.00",Nexus Shopahome,In stock,50029
Nexus 226L Transparent Top Chest Freezer| NX226Q-TF,"₦314,600.00",Nexus Shopahome,In stock,50030
Nexus 333L Transparent Top Chest Freezer| NX355Q-TF,"₦365,200.00",Nexus Shopahome,In stock,50031
Nexus 6 Drawer Standing Freezer| NX-262,"₦278,300.00",Nexus Shopahome,In stock,50032
Nexus 486L Chest Freezer| NX-595G - Silver,"₦478,500.00",Nexus Shopahome,In stock,50033
Nexus 486L Chest Freezer| NX-595CP - Cool Pack Blue,"₦484,000.00",Nexus Shopahome,In stock,50034
Nexus 562L Double Door Chest Freezer| NX-695HC,"₦506,000.00",Nexus Shopahome,In stock,50035
Nexus 562L Double Door Chest Freezer| NX-695C,"₦506,000.00",Nexus Shopahome,In stock,50036
Nexus 562L Double Door Chest Freezer| NX-695C -Blue,"₦517,000.00",Nexus Shopahome,In stock,50037
Nexus 562L Double Door Chest Freezer| NX-695C - Red,"₦517,000.00",Nexus Shopahome,In stock,50038
Nexus 562L Double Door Chest Freezer| NX-695CP - Cool Pack Blue,"₦522,500.00",Nexus Shopahome,In stock,50039
Nexus 48L Bedside Mini Refrigerator| NX-65,"₦88,600.00",Nexus Shopahome,In stock,50040
Nexus 48L Bedside Mini Refrigerator| NX-65 - Wood Finish,"₦91,900.00",Nexus Shopahome,In stock,50041
Nexus 95L Refrigerator| NX-100 - Silver,"₦119,900.00",Nexus Shopahome,In stock,50042
Nexus 95L Refrigerator| NX-125 - Black,"₦135,300.00",Nexus Shopahome,In stock,50043
Nexus 135L Refrigerator| NX-155,"₦163,900.00",Nexus Shopahome,In stock,50044
Nexus 85L Refrigerator| NX-130 -Black,"₦171,100.00",Nexus Shopahome,In stock,50045
Nexus 118L Double Door Refrigerator| NX-140 - Silver,"₦182,600.00",Nexus Shopahome,In stock,50046
Nexus 132L Double Door Refrigerator| NX-175 - Silver,"₦207,900.00",Nexus Shopahome,In stock,50047
Nexus 138L Double Door Refrigerator| NX-185 -VCM Red,"₦211,200.00",Nexus Shopahome,In stock,50048
Nexus 182L Double Door Refrigerator| NX-225 -Silver,"₦224,000.00",Nexus Shopahome,In stock,50050
Nexus 172L Double Door Refrigerator| NX-235 -Red,"₦235,400.00",Nexus Shopahome,In stock,50051
Nexus 192L Double Door Refrigerator| NX-245 - Red,"₦258,500.00",Nexus Shopahome,In stock,50052
Nexus 309L Double Door Refrigerator With Water Dispenser| NX-310D,"₦327,800.00",Nexus Shopahome,In stock,50054
Nexus 311L Double Door Refrigerator| NX-290,"₦299,200.00",Nexus Shopahome,In stock,50055
Nexus 252L Double Door Refrigerator| NX-250 - Inox,"₦276,100.00",Nexus Shopahome,In stock,50056
Nexus 252L Double Door Refrigerator| NX-320NF - INOX,"₦314,600.00",Nexus Shopahome,In stock,50057
Nexus 320L Double Door Refrigerator| NX-350,"₦321,200.00",Nexus Shopahome,In stock,50058
Nexus 340L Double Door Refrigerator| NX-450NF,"₦378,400.00",Nexus Shopahome,In stock,50059
Nexus 309L Double Door Refrigerator With Water Dispenser| NX- 340D,"₦355,300.00",Nexus Shopahome,In stock,50060
Nexus 341L Double Door Refrigerator With Water Dispenser |NX-450NFD -INOX,"₦396,000.00",Nexus Shopahome,In stock,50061
Nexus 425L Double Door Refrigerator| NX-540NF - INOX,"₦469,700.00",Nexus Shopahome,In stock,50062
Nexus 427L Side by Side Refrigerator| NX-550,"₦609,400.00",Nexus Shopahome,In stock,50063
Nexus 427L Side by Side Refrigerator| NX-550 -Black,"₦607,200.00",Nexus Shopahome,In stock,50064
Nexus 565L Side By Side Refrigerator With Water Dispenser| NX-625,"₦812,900.00",Nexus Shopahome,In stock,50066
Nexus Wine Cooler| NX-WC-130W49E,"₦391,600.00",Nexus Shopahome,In stock,50067
Nexus Wine Cooler| NX-WC-209W102E,"₦475,200.00",Nexus Shopahome,In stock,50068
Nexus Wine Cooler| NX-WC-284W133E,"₦599,500.00",Nexus Shopahome,In stock,50069
Nexus Wine Cooler| NX-WC-140W42M,"₦289,300.00",Nexus Shopahome,In stock,50070
Nexus Wine Cooler| NX-WC-240W89M,"₦348,700.00",Nexus Shopahome,In stock,50071
Nexus 228L Upright Showcase Refrigerator| NX-401,"₦375,100.00",Nexus Shopahome,In stock,50073
Nexus 300L Upright Showcase Refrigerator| NX-501,"₦447,700.00",Nexus Shopahome,In stock,50074
Nexus 350L Upright Showcase Refrigerator| NX-551,"₦486,200.00",Nexus Shopahome,In stock,50075
Nexus 430L Upright Showcase Refrigerator| NX-601,"₦524,700.00",Nexus Shopahome,In stock,50076
Nexus 50*50 4 Burner Gas Cooker| GCCR-NX-5055BC,"₦124,700.00",Nexus Shopahome,In stock,50077
Nexus 50*50 (3 Gas +1 Electric) Gas Cooker| GCCR-NX-5055BC,"₦128,700.00",Nexus Shopahome,In stock,50078
Nexus 50*55 4 Burner Gas Cooker| GCCR-NX-5055B,"₦97,900.00",Nexus Shopahome,In stock,50081
Nexus 60*60 4 Burner Gas Cooker| NX-6003,"₦177,100.00",Nexus Shopahome,In stock,50083
Nexus 60*60 (3 Burner + 1 Electric) Gas Cooker| NX-6004,"₦188,100.00",Nexus Shopahome,In stock,50084
Nexus 60*60 4 Burner Gas Cooker| NX-6003 - Wood Finish,"₦188,100.00",Nexus Shopahome,In stock,50085
Nexus 60*60 (3 Burner + 1 Electric) Burner Gas Cooker| NX-6004 - Wood Finish,"₦199,100.00",Nexus Shopahome,In stock,50086
Nexus 90*60 (4 Gas + 2 Electric) Gas Cooker| NX-9003,"₦316,800.00",Nexus Shopahome,In stock,50087
Nexus 90*60 5 Burner Gas Cooker| NX-9000S,"₦314,600.00",Nexus Shopahome,In stock,50089
Binatone Blender/Grinder BLG-412| BINBL412,"₦33,000.00",LG/ Hisense/ Maxi Shopahome,In stock,20446
Binatone Blender/Grinder BLG-595| BINBL595,"₦54,500.00",LG/ Hisense/ Maxi Shopahome,In stock,20447
Binatone Blender/Grinder BLG-605SS| BINBL605SS,"₦70,600.00",LG/ Hisense/ Maxi Shopahome,In stock,20448
Binatone Water Kettle CEJ-1780| BINKT1780BLK,"₦20,100.00",LG/ Hisense/ Maxi Shopahome,In stock,20449
Binatone Water Kettle CEJ-2005| BINKT2005,"₦21,300.00",LG/ Hisense/ Maxi Shopahome,In stock,20450
Binatone Deluxe Double Wall Water Kettle CEJ-1799DW| BINKT1799DW,"₦36,300.00",LG/ Hisense/ Maxi Shopahome,In stock,20451
Binatone Water Kettle CEJ-3000 BK| BINKT3000BLK,"₦27,900.00",LG/ Hisense/ Maxi Shopahome,In stock,20452
Binatone Stainless Steel Water Kettle CEJ-1725SS| BINKT1725,"₦26,900.00",LG/ Hisense/ Maxi Shopahome,In stock,20453
Nexus 90*60 5 Burner Gas Cooker| NX-9005S,"₦314,600.00",Nexus Shopahome,In stock,50090
Nexus 90*60 (4 Burner +2 Electric) Gas Cooker| NX-9001,"₦411,400.00",Nexus Shopahome,In stock,50091
Nexus 90*60 (4 Burner + 2 Electric) Gas Cooker| GCCR-NX-8000S,"₦314,600.00",Nexus Shopahome,In stock,50092
Nexus 90*60 (4 Burner + 2 Electric) Gas Cooker| NX-9002,"₦421,300.00",Nexus Shopahome,In stock,50093
Nexus 90*60 (4 Burner + 2 Electric) Double Oven Gas Cooker| GCCR-NX-8001S,"₦390,500.00",Nexus Shopahome,In stock,50094
Saisho 1Litre 3 In 1 Blender| S-742(6),"₦13,800.00",Nexus Shopahome,In stock,50095
Saisho 3 In 1 Blender| S-748,"₦13,800.00",Nexus Shopahome,In stock,50096
Saisho 1.5Litre Blender| S-999(6),"₦14,300.00",Nexus Shopahome,In stock,50097
Saisho 1.5Litre Blender| S-1831E(6),"₦19,000.00",Nexus Shopahome,In stock,50098
Saisho 1.5Litre 4 In 1 Blender| S-T4PN(6),"₦19,000.00",Nexus Shopahome,In stock,50099
Nexus VitaBarMix Juice Blender| NX-2000,"₦16,500.00",Nexus Shopahome,In stock,50100
Nexus 1.5Litre 2 In 1 Blender| NX-3010(4),"₦19,800.00",Nexus Shopahome,In stock,50101
Nexus VitaSmoothMix Smoothie Blender| NX-4050(6),"₦22,600.00",Nexus Shopahome,In stock,50102
Nexus VitaSuperMix Blender| NX-7000,"₦20,900.00",Nexus Shopahome,In stock,50103
Nexus VitaSuperMix Blender| NX-8050,"₦23,700.00",Nexus Shopahome,In stock,50104
Nexus 2.2Litre VitaPowerMix Blender| NX-12000 (1),"₦40,700.00",Nexus Shopahome,In stock,50105
Saisho Electric Hotplate| HP-1(12),"₦7,700.00",Nexus Shopahome,In stock,50106
Saisho Electric Hotplate| HP-2B(4),"₦14,300.00",Nexus Shopahome,In stock,50107
Binatone SI-2410 Steam Iron| BINIRO2410,"₦30,800.00",LG/ Hisense/ Maxi Shopahome,In stock,20460
Binatone DI-1255 Steam Iron| BINIRO1255,"₦12,500.00",LG/ Hisense/ Maxi Shopahome,In stock,20462
Binatone SI-1605| BINIRO1605,"₦14,000.00",LG/ Hisense/ Maxi Shopahome,In stock,20464
Saisho Double Coil Burner Hotplate| HP-10(6),"₦10,500.00",Nexus Shopahome,In stock,50109
Saisho Steam Iron| S-788,"₦7,700.00",Nexus Shopahome,In stock,50110
Saisho Dry Iron| S-1000B,"₦7,200.00",Nexus Shopahome,In stock,50111
Saisho Dry Spray Iron| S-1000BA,"₦7,200.00",Nexus Shopahome,In stock,50112
Nexus 3 Faucet Water Dispenser| NX-101BK,"₦84,700.00",Nexus Shopahome,In stock,50114
Nexus Water Dispenser| NX-102BL,"₦84,700.00",Nexus Shopahome,In stock,50115
Nexus Water Dispenser| NX-016PI,"₦122,100.00",Nexus Shopahome,In stock,50116
Nexus Water Dispenser| NX-016BI,"₦122,100.00",Nexus Shopahome,In stock,50117
Nexus Water Dispenser With Fridge| NX-018R1,"₦122,100.00",Nexus Shopahome,In stock,50119
Nexus Water Dispenser| NX-018SI,"₦122,100.00",Nexus Shopahome,In stock,50120
Nexus Water Dispenser| NX-020WD,"₦122,100.00",Nexus Shopahome,In stock,50121
Nexus Water Dispenser| NX-022WD,"₦122,100.00",Nexus Shopahome,In stock,50122
Nexus Water Dispenser| NX-026WD,"₦122,100.00",Nexus Shopahome,In stock,50123
Saisho 1.7L Electric Kettle| S-403SS(12),"₦7,700.00",Nexus Shopahome,In stock,50125
Saisho 1.9L Electric Kettle| S-402SS(12),"₦7,700.00",Nexus Shopahome,In stock,50126
Saisho Sandwich Maker| S-609 2F(6) - White,"₦12,100.00",Nexus Shopahome,In stock,50127
Saisho Sandwich Maker| S-609 2F(6) - Black,"₦12,100.00",Nexus Shopahome,In stock,50128
Saisho Double Burner Gas Stove| S-301I (1),"₦18,200.00",Nexus Shopahome,In stock,50129
Saisho Table Top 3 Burner Gas Stove| S -306I,"₦35,800.00",Nexus Shopahome,In stock,50130
Saisho 3 Burner Gas Stove| S-307I (1),"₦20,400.00",Nexus Shopahome,In stock,50131
Saisho Double Burner Gas Stove| S-305I BG,"₦33,000.00",Nexus Shopahome,In stock,50132
Nexus Double Burner Gas Stove| NX-205BB,"₦36,300.00",Nexus Shopahome,In stock,50133
Nexus 3 Burner Gas Stove| NX-306 BR (1),"₦38,500.00",Nexus Shopahome,In stock,50134
Nexus 16 Inch Standing Fan| NX-SF4400B,"₦14,300.00",Nexus Shopahome,In stock,50135
Nexus 18 Inch Standing Fan| NX-SF5400B,"₦17,600.00",Nexus Shopahome,In stock,50136
Nexus 18 Inch Industrial Fan| NX-IF4818B,"₦53,400.00",Nexus Shopahome,In stock,50137
Nexus 20 Inch Industrial Fan| NX-IF4820B,"₦60,000.00",Nexus Shopahome,In stock,50138
Nexus 26 Inch Industrial Fan| NX-IF4826B,"₦66,600.00",Nexus Shopahome,In stock,50139
Nexus 26 Inch Industrial Wall Fan| NX-IF2826B,"₦53,400.00",Nexus Shopahome,In stock,50141
Nexus 16 Inch Rechargeable Fan| NX-RF4521R,"₦49,000.00",Nexus Shopahome,In stock,50142
Nexus 18 Inch Rechargeable Fan| NX-RF4531R,"₦58,900.00",Nexus Shopahome,In stock,50143
Nexus 20L Microwave Oven| NX-9201- Black,"₦56,100.00",Nexus Shopahome,In stock,50144
Nexus 20L Microwave Oven| NX-9201- Red,"₦61,100.00",Nexus Shopahome,In stock,50145
Nexus 20L Microwave Oven With Grill| NX-9201- White,"₦65,500.00",Nexus Shopahome,In stock,50146
Nexus 20L Microwave Oven| NX-9203- Black,"₦69,900.00",Nexus Shopahome,In stock,50147
Nexus 25L Microwave With Grill| NX-9253 -Black,"₦91,300.00",Nexus Shopahome,In stock,50148
Nexus 23L Microwave Oven With Grill| NX-9232 - Silver,"₦87,500.00",Nexus Shopahome,In stock,50149
Nexus 5.5KG Twin Tub Washing Machine| NX-WM-5SA,"₦94,600.00",Nexus Shopahome,In stock,50168
Nexus 6.5KG Twin Tub Washing Machine| NX-WM-65SA,"₦118,800.00",Nexus Shopahome,In stock,50169
Nexus 7.5KG Twin Tub Washing Machine| NX-WM-75SA,"₦138,600.00",Nexus Shopahome,In stock,50170
Nexus 8.5KG Twin Tub Washing Machine| NX-WM-85SA,"₦149,600.00",Nexus Shopahome,In stock,50171
Nexus 10KG Twin Tub Washing Machine| NX-WM-100SA,"₦171,600.00",Nexus Shopahome,In stock,50172
Nexus 12KG Twin Tub Washing Machine| NX-WM-12SASI,"₦182,600.00",Nexus Shopahome,In stock,50173
Nexus 6KG Automatic Top Load Washing Machine| NX-WM-06ATSL,"₦173,800.00",Nexus Shopahome,In stock,50175
Nexus 6.5KG Automatic Top Load Washing Machine| NX-WM-065ATSL,"₦193,600.00",Nexus Shopahome,In stock,50176
Nexus 10KG Automatic Top Load Washing Machine| NX-WM-10ATSL,"₦270,600.00",Nexus Shopahome,In stock,50177
Nexus 7KG Front Load Automatic Washing Machine| NX-WM-FL07S10E1,"₦254,100.00",Nexus Shopahome,In stock,50178
Midea 2HP Floor Standing Inverter Air Conditioner| MFPA-18CRDN1,"₦619,000.00",Somotex Shopahome,In stock,16080
Midea 2.5HP Floor Standing Inverter Air Conditioner with Installation Kit| MFPA-24CRDN1,"₦881,000.00",Somotex Shopahome,In stock,16081
Midea 470L Vertical Refrigerator| HC-611WEN 470LTS BLACK,"₦701,500.00",Somotex Shopahome,In stock,16082
Midea 2 Tap Top Load Water Dispenser| YL1932-S,"₦130,500.00",Somotex Shopahome,In stock,16083
Midea Water Dispenser 20L Black| YL1674S-B,"₦150,500.00",Somotex Shopahome,In stock,16084
Midea Bottom Load Water Dispenser| YL2036-S,"₦167,500.00",Somotex Shopahome,In stock,16085
Midea Bottom Load Water Dispenser| YL1643-S,"₦214,500.00",Somotex Shopahome,In stock,16086
Bruhm 18 Inch Standing Fan| BES-18EB-18 75W,"₦43,000.00",Somotex Shopahome,In stock,16580
Bruhm 2HP Split Unit Air Conditioner with Free Instillation Kit| BRUHM AC BAS-18CCMW,"₦488,000.00",Somotex Shopahome,In stock,16581
Bruhm 181L Double Door Refrigerator| BRUHM REF BFD-195MD,"₦220,000.00",Somotex Shopahome,In stock,16582
Bruhm Water Dispenser 3 Tabs Fridge Cabinet Black Golden| BDS-1196,"₦159,500.00",Somotex Shopahome,In stock,16583
Rite-Tek 5.5Litres Air Fryer LF550| LF-550,"₦88,500.00",PriceRite,In stock,8150
Rite-Tek 1.5L Blender| BL220,"₦28,500.00",PriceRite,In stock,8151
Rite-Tek 1.5L 500W Stainless Steel Blender BL270| BL-270,"₦32,000.00",PriceRite,In stock,8152
Rite-Tek 1.5L 500W Blender BL280| BL-280,"₦35,500.00",PriceRite,In stock,8153
Rite-Tek 1.75L 1400W Blender BL710| BL-710,"₦88,500.00",PriceRite,In stock,8154
Rite-Tek 2 In 1 Blender BL215 400W| BL-215,"₦28,500.00",PriceRite,In stock,8156
Rite-Tek 56 Inch Ceiling Fan| CF250/CF270,"₦41,500.00",PriceRite,In stock,8157
Rite-Tek Citrus Juicer| CJ180,"₦17,900.00",PriceRite,In stock,8158
Rite-Tek Dry Iron 1000W Nonstick Sole Plate| DI390,"₦21,500.00",PriceRite,In stock,8159
Rite-Tek 20 Inches Industrial Standing Fan| IF720,"₦78,000.00",PriceRite,In stock,8160
Rite-Tek 26 Inches Industrial Standing Fan| IF726,"₦87,000.00",PriceRite,In stock,81610
Rite-Tek 1.7L Electric Kettle JK-206| JK206,"₦26,500.00",PriceRite,In stock,8162
Rite-Tek 1.7L Electric Kettle JK-207| JK207,"₦26,500.00",PriceRite,In stock,8163
Rite-Tek 1.8L Electric Kettle JK-650| JK650,"₦12,900.00",PriceRite,In stock,8164
Rite-Tek 1.7L Glass Jug Kettle JK-786| JK786,"₦18,000.00",PriceRite,In stock,8165
Rite-Tek 1.7L Jug Kettle JK-900| JK900,"₦53,000.00",PriceRite,In stock,8166
Rite-Tek 2 Burner Glass Table Top Gas Cooker TG-330| TG330,"₦57,500.00",PriceRite,In stock,8167
Rite-Tek Slow Juicer JS-800| JS800,"₦101,500.00",PriceRite,In stock,8168
Rite-Tek Dual Zone Synchronized Air Fryer| LF800,"₦200,000.00",PriceRite,In stock,8169
Rite-Tek Mixer Grinder MG-800| MG800,"₦55,500.00",PriceRite,In stock,8170
Rite-Tek Sandwich Maker SM-360| SM360,"₦43,000.00",PriceRite,In stock,8171
Rite-Tek Smoothie Active 350W SA-109| SA109,"₦33,500.00",PriceRite,In stock,8172
Rite-Tek Steam Iron ST-807 2600W| ST807,"₦23,000.00",PriceRite,In stock,8173
Rite-Tek Steam Iron ST-822 3000W| ST822,"₦25,000.00",PriceRite,In stock,8174
Rite-Tek Steam Iron ST-829 3000W| ST829,"₦27,500.00",PriceRite,In stock,8175
Rite-Tek Steam Iron ST-880 3000W| ST880,"₦21,000.00",PriceRite,In stock,8176
Rite-Tek Smoothie Blender SB-350| SB350,"₦47,500.00",PriceRite,In stock,8177
Rite-Tek 1HP Split AC RAX-100 with Kit| RAX100,"₦278,000.00",PriceRite,In stock,8178
Rite-Tek 1.5HP Split AC RAX-150| RAX150,"₦300,000.00",PriceRite,In stock,8179
Haier Thermocool 120 Litres Single Door Refrigerator| HR-134MBS R6,"₦164,600.00",Haier Thermocool,In stock,11001
Haier Thermocool 192 Litres Single Door Refrigerator| HR-195CS R6,"₦289,300.00",Haier Thermocool,In stock,11002
Haier Thermocool 199 Litres Single Door Refrigerator| HR-195CBG R6,"₦307,300.00",Haier Thermocool,In stock,11003
Haier Thermocool 185Litres Single Door Refrigerator| HR-185CS,"₦283,900.00",Haier Thermocool,In stock,11004
